age,gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,premium_sub_willingness_binary,uses_smartphone,uses_computer,uses_speaker,uses_wearable,device_diversity,primary_listening_device,Age_Segment,Relaxation,Motivational,Sadness,Social,Uses_Recommendations,Uses_Playlists,Uses_Radio,Uses_External,music_expl_category,Travel_Listening,Leisure_Listening,Workout_Listening,Study_Listening,Office_Listening,Night_Winddown,pod_lis_category
20-35,Male,1 year to 2 years,Smartphone,Free,No,None,Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session","recommendations, Playlists",4,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,1,1,0,1,1,0,0,Hybrid: Rec + Playlist,1,0,1,0,0,0,Non-podcast user
20-35,Female,1 year to 2 years,Smartphone,Free,No,None,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,5,Daily,Comedy,Conversational,Well known individuals,Both,Very Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,0,1,0,0,0,0,Regular user
20-35,Female,More than 2 years,Smartphone,Free,No,None,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",5,Rarely,Lifestyle and Health,Story telling,Both,Both,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,1,1,1,0,0,Hybrid: Rec + Playlist,1,1,1,0,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,None,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,5,Rarely,Lifestyle and Health,Story telling,Both,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Light user
20-35,Male,More than 2 years,"Smartphone, Computer or laptop",Free,No,None,Music,Classical,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","Study Hours, While Traveling, Workout session, leisure time","recommendations, Playlists, Others",4,Once a week,Health and Fitness,Interview,Well known individuals,Shorter,Satisfied,0,1,1,0,0,2,Smartphone,Young Adult,1,1,0,1,1,1,0,1,Hybrid: Rec + Playlist,1,1,1,1,0,0,Light user
20-35,Female,6 months to 1 year,Smartphone,Free,Yes,Individual plan,Music,Classical,Night,"Relaxation and stress relief, Uplifting and motivational",leisure time,"recommendations, Playlists",4,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,1,1,0,0,0,1,Smartphone,Young Adult,1,1,0,0,1,1,0,0,Hybrid: Rec + Playlist,0,1,0,0,0,0,Non-podcast user
20-35,Female,6 months to 1 year,Smartphone,Free,No,None,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,3,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,0,1,0,0,0,0,Non-podcast user
20-35,Female,Less than 6 months,Smartphone,Free,Yes,Student plan,Music,Melody,Night,Relaxation and stress relief,"Study Hours, While Traveling",Playlists,5,Rarely,Comedy,Story telling,Both,Shorter,Very Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,1,0,0,1,0,0,Light user
20-35,Male,More than 2 years,Smartphone,Free,No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session",Playlists,5,Never,No Podcast Usage,No Podcast Usage,Both,No Podcast Usage,Dissatisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,1,1,1,0,1,0,0,Playlist-driven,1,0,1,0,0,0,Non-podcast user
20-35,Male,1 year to 2 years,Smartphone,Free,No,None,Music,Classical,Night,Relaxation and stress relief,"Office hours, While Traveling, Workout session",Playlists,5,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,1,0,1,0,1,0,Non-podcast user
20-35,Female,6 months to 1 year,Smartphone,Free,No,None,Music,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,3,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,1,1,0,0,0,0,Non-podcast user
20-35,Female,1 year to 2 years,Smartphone,Free,No,None,Music,Melody,Morning,Relaxation and stress relief,While Traveling,Others,4,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,0,0,1,External Discovery,1,0,0,0,0,0,Non-podcast user
20-35,Female,More than 2 years,Computer or laptop,Free,No,None,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,5,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Satisfied,0,0,1,0,0,1,Computer,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,0,1,0,0,0,0,Light user
20-35,Male,More than 2 years,Smartphone,Premium,Yes,Individual plan,Music,Pop,Night,Relaxation and stress relief,While Traveling,"recommendations, Radio",4,Daily,Lifestyle and Health,Educational,Well known individuals,Shorter,Very Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,1,0,Algorithm-driven,1,0,0,0,0,0,Regular user
20-35,Male,1 year to 2 years,Smartphone,Free,No,Student plan,Music,Other,Night,Relaxation and stress relief,leisure time,recommendations,2,Rarely,Comedy,Conversational,Well known individuals,Both,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,0,1,0,0,0,0,Light user
20-35,Female,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free,Yes,Student plan,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, leisure time",recommendations,5,Several times a week,Lifestyle and Health,Conversational,Both,Shorter,Ok,1,1,1,1,1,4,Smartphone,Young Adult,1,1,0,0,1,0,0,0,Algorithm-driven,0,1,0,0,1,0,Regular user
20-35,Female,Less than 6 months,Smartphone,Free,No,Student plan,Music,Melody,Night,Relaxation and stress relief,Workout session,Others,2,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Dissatisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,0,0,1,External Discovery,0,0,1,0,0,0,Light user
20-35,Female,Less than 6 months,Smartphone,Free,No,Student plan,Podcast,Melody,Afternoon,Relaxation and stress relief,leisure time,recommendations,5,Once a week,Health and Fitness,Conversational,Both,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,0,1,0,0,0,0,Light user
20-35,Female,Less than 6 months,Smartphone,Free,No,None,Music,Melody,Night,Relaxation and stress relief,leisure time,recommendations,3,Never,Food and cooking,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,0,1,0,0,0,0,Non-podcast user
20-35,Female,More than 2 years,Smartphone,Free,Yes,Individual plan,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists",5,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,1,1,0,0,0,1,Smartphone,Young Adult,1,0,1,0,1,1,0,0,Hybrid: Rec + Playlist,1,1,0,0,0,0,Non-podcast user
20-35,Female,1 year to 2 years,Smartphone,Free,No,Student plan,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,3,Daily,No Podcast Usage,Educational,unknown Podcasters,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Regular user
20-35,Female,1 year to 2 years,Smartphone,Free,No,Family plan,Music,Rap,Afternoon,"Relaxation and stress relief, Uplifting and motivational",While Traveling,Others,4,Daily,No Podcast Usage,Story telling,unknown Podcasters,Longer,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,1,0,0,0,0,0,1,External Discovery,1,0,0,0,0,0,Regular user
20-35,Male,More than 2 years,Smartphone,Free,No,Individual plan,Music,Melody,Morning,Relaxation and stress relief,"Office hours, Workout session",Others,3,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Very Dissatisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,0,0,1,External Discovery,0,0,1,0,1,0,Non-podcast user
20-35,Male,1 year to 2 years,Smartphone,Free,No,Student plan,Music,Pop,Night,Relaxation and stress relief,While Traveling,recommendations,4,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,1,0,0,0,0,0,Non-podcast user
20-35,Male,1 year to 2 years,Smartphone,Free,No,None,Music,Melody,Morning,Relaxation and stress relief,Workout session,recommendations,4,Daily,Sports,No Podcast Usage,Both,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,0,0,1,0,0,0,Regular user
20-35,Male,More than 2 years,Smartphone,Free,No,Student plan,Music,Melody,Morning,"Relaxation and stress relief, Sadness or melancholy",While Traveling,Playlists,4,Rarely,No Podcast Usage,Interview,Well known individuals,Longer,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,1,0,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Light user
20-35,Female,1 year to 2 years,Smartphone,Free,No,Student plan,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy",While Traveling,Playlists,5,Once a week,Comedy,Story telling,Both,Both,Very Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,1,0,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Light user
20-35,Female,6 months to 1 year,Smartphone,Free,Yes,Individual plan,Music,Melody,Night,Relaxation and stress relief,"Study Hours, While Traveling, leisure time","recommendations, Playlists",4,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,1,0,0,Hybrid: Rec + Playlist,1,1,0,1,0,0,Light user
20-35,Female,Less than 6 months,Smartphone,Premium,No,Duo plan,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,5,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Very Dissatisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Non-podcast user
20-35,Female,More than 2 years,Smartphone,Free,No,Duo plan,Music,Classical,Night,Uplifting and motivational,"While Traveling, Workout session",recommendations,4,Several times a week,Comedy,Story telling,Both,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,0,1,0,0,1,0,0,0,Algorithm-driven,1,0,1,0,0,0,Regular user
20-35,Female,1 year to 2 years,Smartphone,Free,Yes,Individual plan,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists",4,Several times a week,Health and Fitness,Story telling,Well known individuals,Shorter,Very Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,1,0,1,0,1,1,0,0,Hybrid: Rec + Playlist,1,1,1,0,0,0,Regular user
20-35,Female,More than 2 years,Smartphone,Free,No,None,Music,Melody,Night,Sadness or melancholy,leisure time,Playlists,2,Never,No Podcast Usage,No Podcast Usage,Well known individuals,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,0,0,1,0,0,1,0,0,Playlist-driven,0,1,0,0,0,0,Non-podcast user
20-35,Female,More than 2 years,"Smartphone, Wearable devices",Free,Yes,Duo plan,Music,Other,Night,Uplifting and motivational,leisure time,"recommendations, Playlists",5,Once a week,Other,Conversational,unknown Podcasters,Shorter,Satisfied,1,1,0,0,1,2,Smartphone,Young Adult,0,1,0,0,1,1,0,0,Hybrid: Rec + Playlist,0,1,0,0,0,0,Light user
20-35,Female,6 months to 1 year,Smartphone,Free,No,None,Music,Melody,Afternoon,Relaxation and stress relief,Workout session,Playlists,5,Once a week,Comedy,Interview,Well known individuals,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,0,0,1,0,0,0,Light user
20-35,Female,1 year to 2 years,Smartphone,Free,No,Student plan,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","Office hours, Workout session",Others,5,Never,No Podcast Usage,Conversational,Well known individuals,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,1,0,0,0,0,0,1,External Discovery,0,0,1,0,1,0,Non-podcast user
20-35,Female,1 year to 2 years,Smartphone,Free,No,None,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,4,Never,Comedy,Story telling,Well known individuals,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,1,0,0,0,0,0,Non-podcast user
20-35,Female,6 months to 1 year,Smartphone,Free,No,Individual plan,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,4,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,1,0,0,0,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Premium,Yes,Individual plan,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","recommendations, Playlists",5,Rarely,Lifestyle and Health,Conversational,Well known individuals,Shorter,Ok,1,1,0,0,0,1,Smartphone,Young Adult,1,0,1,0,1,1,0,0,Hybrid: Rec + Playlist,1,1,0,0,0,0,Light user
12-20,Male,6 months to 1 year,Smartphone,Free,No,Student plan,Music,Classical,Night,Social gatherings or parties,leisure time,Playlists,3,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Very Dissatisfied,0,1,0,0,0,1,Smartphone,Teen Listener,0,0,0,1,0,1,0,0,Playlist-driven,0,1,0,0,0,0,Non-podcast user
12-20,Male,6 months to 1 year,Smartphone,Free,No,Student plan,Music,Classical,Night,Social gatherings or parties,leisure time,"recommendations, Others",3,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Very Dissatisfied,0,1,0,0,0,1,Smartphone,Teen Listener,0,0,0,1,1,0,0,1,Algorithm-driven,0,1,0,0,0,0,Non-podcast user
20-35,Female,More than 2 years,Smartphone,Premium,Yes,Student plan,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Rarely,Lifestyle and Health,Educational,Both,Shorter,Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,1,0,0,0,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,Duo plan,Music,Melody,Night,Relaxation and stress relief,Study Hours,Playlists,5,Rarely,Comedy,Story telling,Both,Both,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,0,0,0,1,0,0,Light user
20-35,Male,6 months to 1 year,"Smartphone, Computer or laptop",Free,No,None,Music,Pop,Night,Relaxation and stress relief,"Office hours, Workout session",recommendations,5,Several times a week,Sports,No Podcast Usage,Both,Both,Very Satisfied,0,1,1,0,0,2,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,0,0,1,0,1,0,Regular user
20-35,Male,1 year to 2 years,"Smartphone, Computer or laptop",Premium,Yes,Individual plan,Music,Melody,Afternoon,Relaxation and stress relief,"Office hours, Study Hours, While Traveling","recommendations, Playlists, Others",3,Rarely,Other,Educational,Both,Shorter,Ok,1,1,1,0,0,2,Smartphone,Young Adult,1,0,0,0,1,1,0,1,Hybrid: Rec + Playlist,1,0,0,1,1,0,Light user
20-35,Female,Less than 6 months,Wearable devices,Free,No,Individual plan,Music,Melody,Morning,Relaxation and stress relief,While Traveling,recommendations,3,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,0,0,0,1,1,Wearable,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,1,0,0,0,0,0,Non-podcast user
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free,No,Student plan,Music,Melody,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",4,Rarely,Health and Fitness,Conversational,Well known individuals,Shorter,Satisfied,0,1,1,1,1,4,Smartphone,Young Adult,1,1,1,1,1,1,0,0,Hybrid: Rec + Playlist,1,1,1,0,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,Student plan,Podcast,Classical,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists, Others",3,Once a week,Other,Story telling,Both,Both,Satisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,1,0,1,1,1,0,1,Hybrid: Rec + Playlist,1,1,0,0,0,0,Light user
20-35,Female,More than 2 years,Smartphone,Free,No,None,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","Playlists, Radio",3,Rarely,Lifestyle and Health,Story telling,Well known individuals,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,1,1,1,0,1,1,0,Playlist-driven,1,1,1,1,1,0,Light user
20-35,Male,More than 2 years,Smartphone,Free,No,Duo plan,Music,Other,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties",Random,"recommendations, Others",5,Rarely,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,1,0,1,1,0,0,1,Algorithm-driven,0,0,0,0,0,0,Light user
20-35,Female,1 year to 2 years,Smartphone,Free,No,Student plan,Music,Pop,Morning,"Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session",recommendations,3,Never,No Podcast Usage,Educational,Both,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,0,1,1,0,1,0,0,0,Algorithm-driven,1,0,1,0,1,0,Non-podcast user
20-35,Female,1 year to 2 years,Smartphone,Free,Yes,Individual plan,Music,Melody,Morning,Relaxation and stress relief,Workout session,Playlists,4,Rarely,Health and Fitness,Educational,Well known individuals,Longer,Satisfied,1,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,0,0,1,0,0,0,Light user
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop",Free,No,Individual plan,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","While Traveling, Workout session, leisure time","Playlists, Others",4,Rarely,No Podcast Usage,Story telling,Both,Both,Ok,0,1,1,0,0,2,Smartphone,Young Adult,1,0,0,1,0,1,0,1,Playlist-driven,1,1,1,0,0,0,Light user
20-35,Male,6 months to 1 year,Smartphone,Free,No,Individual plan,Music,Rap,Morning,Relaxation and stress relief,Office hours,recommendations,4,Never,No Podcast Usage,No Podcast Usage,No Podcast Usage,No Podcast Usage,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,1,0,0,0,Algorithm-driven,0,0,0,0,1,0,Non-podcast user
20-35,Female,More than 2 years,Smartphone,Free,No,Duo plan,Music,Pop,Morning,Relaxation and stress relief,While Traveling,Playlists,3,Rarely,Lifestyle and Health,Conversational,unknown Podcasters,Shorter,Ok,0,1,0,0,0,1,Smartphone,Young Adult,1,0,0,0,0,1,0,0,Playlist-driven,1,0,0,0,0,0,Light user
12-20,Male,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Premium,Yes,Family plan,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, Study Hours, While Traveling, Workout session, leisure time","recommendations, Playlists, Others",3,Once a week,Comedy,Conversational,Both,Both,Satisfied,1,1,1,1,1,4,Smartphone,Teen Listener,1,1,1,0,1,1,0,1,Hybrid: Rec + Playlist,1,1,1,1,1,0,Light user
20-35,Female,6 months to 1 year,Smartphone,Free,No,Student plan,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists",2,Never,No Podcast Usage,Story telling,No Podcast Usage,Shorter,Very Dissatisfied,0,1,0,0,0,1,Smartphone,Young Adult,1,1,1,0,1,1,0,0,Hybrid: Rec + Playlist,1,1,1,0,0,0,Non-podcast user
